Topic,ID,Segment,IdeaUnit,label,NoteText
Statistics,6260216,2,Descriptive statistics tell you about the sample.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Inferential statistics tell you about the population.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Random sampling is the best way to collect data. ,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Random sampling means that everyone in the population is equally likely to be picked.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,"Data collection can be done two ways, via experiments or direct observation.",1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Courses about experiments are called research methods.,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,A survey is the most common type of a direct observation.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,"There are three types of observational studies cross-sectional, retrospective, and prospective studies.",1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,The most common type of observational study is a cross-sectional study. ,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Cross-sectional studies take a measurement at a given time and look at the data.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Cross-sectional studies stop the time.,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Retrospective studies look at existing data that has already been collected.,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Retrospective studies go back in time.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Robert Fogel conducted a retrospective study on civil war medical records.,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,A lot of retrospective studies are not done by the people who collected the data.,0,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Prospective studies go forward in time.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,Economist call prospective studies longitudinal studies.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,2,The person who collects data in a prospective study is usually the person who designed the study.,1,"descriptive - graphing, describing, 
 tells you something bout sample 
 
 inferential tells you something about pop not sample 
 ex average wt of people in major compared to campus 
 collect data by random sampling - equally likely to be picked 
 
 experiement vs direct observation are the two ways to collect data 
 experiments --> know how to design them (research methods) 
 Direct obs ervation 3 types of observational studies 
 cross seciton - most common = m at given time and look at data (ht of men and women samples - shows the time of ht at time collected data) 
 Retrospective go back in time - ex: data already collected - not typically obtained by researcher 
 prospective - go forward in time 
 stop time - ba"
Statistics,6260216,3,"In observational studies, you report what's happening without influencing the activity.",1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,The conclusions might be wrong if there is a confounding variable. ,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,The researchers often forget to collect data regarding confounding variable. ,1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,Observational studies cannot show causation. ,1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,It is impossible to collect all possible variables in observational studies.,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,Confounding or lurking variables are hidden variables that affect the results.,1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,We cannot conclude that smoking causes lung cancer based on observational studies.,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,"Confounding variables, such as bad health habit, can cause both smoking behavior and lung cancer.",0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,"The more firefighters at a scene, the more fire damage observed.",0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,Size of the fire can be a confounding variable.,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,The foot size of kids correlates with intelligence.,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,Age of kids can be a confounding variable.,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,"In an experimental study, researchers manipulate variables.",1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,"To know whether female crickets choose their mates based on health, you should manipulate the health of male crickets.",0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,An experimental study can draw a causation.,0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,Randomization ensures that all confounding variables are equal across groups.,1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3,"Randomization is much like ""duct tape in statistics.""",0,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,3, Ronald Fished is considered the father of modern day statistics and experimental design.,1,"observation - observe and don't affect action 
 key to it --> collect data as observe 
 can't show causation due to confoudning variables (hidden variable that may not be collected) can't collect all variables -- affect results 
 ex - more smoking more likely get cancer ---> smoking more likely to get cancer? is it bad heath habits? more firefighters more damage -- size of fire - need more firefighters when more fire. 
 always have to worry about confounding variables 
 
 experimental study 
 you affect the action   dealing with confounds - you control all other variables by randomization 

ex: 3 different sized bugs - random affected 



ronald fisher = fa"
Statistics,6260216,4,"Experiments can be expensive, difficult to run, and unethical.",1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,"If causality is not the focus, you do not need to run an experiment.",1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,We cannot conduct an experiment about smoking and lung cancer because of ethics issue.,0,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,Vaccine trials differ from smoking studies because there is no intention to cause harm.,0,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,Observational studies are fraught with issues. ,0,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,Simple random sampling (SRS) means that every member of the sample is equally likely to be picked.,1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,"In convenience sampling, sampling is based on ease of access. ",1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,"In stratified sampling, participants are selected from subgroups of the population.",1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,A sample should be unbiased.,1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,A biased sample can overly represent one group.,0,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,The results of a survey in a shopping mall in the middle of a weekday cannot be generalized to those who work during the weekdays.,0,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,"When conducting surveys, think about who you can generalize those results to.",1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,Over-representation or under-representation can produce a selection bias.,1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,Nonresponse bias occurs when participants ignore or refuse to answer a survey.,1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
Statistics,6260216,4,Response bias can arise if the researcher asks misleading questions.,1,"experiment - gold standard to answer Q 

not easy, money, unethical - lots of work - must know your question and if its doable 

can't do unethical experiments (unless it deals with animals - they do deliberate harm sometimes) 

SRS = everyone equal chance to be selected 

Convenience Sampling - sample based on ease 

Stratified sampling - split into different groups (men vs women - high school vs college) 

needs to have unbiased sample 

biased = favor 

must ask who the target populations are (like only sampling the mall  selection bias = selected ppl don't represent entire pop 

nonresponse bias = no response 

response bias = worded in bias way "
